Player,Age,Nation,Pos,Team,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-CrdY,Performance-CrdR,Playing Time-Min,Playing Time-MP,Playing Time-90s,Progression-PrgC,Progression-PrgP,Progression-PrgR,Expected-xG,Expected-npxG,Standard-Sh,Standard-SoT,PPA,CrsPA,KP,Total-Cmp%,Team Success-PPM,Team Success-+/-90,Tackles-Tkl,Performance-Int,Blocks-Sh,Clr,Balanced_Performance
Kalvin Phillips,27.0,eng ENG,MF,West-Ham-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,8.0,1.0,3.0,19.0,4.0,0.1,0.1,2.0,0.0,0.0,0.0,0.0,78.8,2.25,0.97,3.0,2.0,0.0,2.0,10.0
Karl Darlow,32.0,wls WAL,GK,Nott'ham-Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,0.0,-1.43,0.0,0.0,0.0,0.0,0.0
Kieran Trippier,32.0,eng ENG,DF,Newcastle-United,1.0,10.0,11.0,1.0,0.0,5.0,0.0,2236.0,28.0,24.8,34.0,157.0,128.0,0.7,0.7,8.0,2.0,52.0,19.0,65.0,76.2,1.46,0.24,57.0,24.0,8.0,57.0,307.0
Kobbie Mainoo,18.0,eng ENG,MF,Manchester-United,3.0,1.0,4.0,3.0,0.0,3.0,0.0,1924.0,24.0,21.4,25.0,64.0,36.0,0.9,0.9,11.0,5.0,9.0,1.0,15.0,86.2,1.5,0.09,47.0,22.0,12.0,30.0,187.5
Konstantinos Mavropanos,25.0,gr GRE,DF,West-Ham-United,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1500.0,19.0,16.7,10.0,38.0,2.0,1.2,1.2,12.0,2.0,1.0,0.0,3.0,75.9,1.32,0.0,28.0,23.0,13.0,79.0,150.5
Kristoffer Klaesson,22.0,no NOR,GK,Nott'ham-Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Kurt Zouma,28.0,fr FRA,DF,West-Ham-United,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2838.0,33.0,31.5,7.0,53.0,1.0,1.8,1.8,16.0,7.0,1.0,0.0,4.0,83.8,1.39,-0.32,23.0,29.0,28.0,160.0,212.5
Leander Dendoncker,28.0,be BEL,MF,Aston-Villa,1.0,0.0,1.0,1.0,0.0,0.0,0.0,119.0,8.0,1.3,0.0,3.0,2.0,0.7,0.7,2.0,1.0,0.0,0.0,0.0,80.4,2.25,0.0,6.0,2.0,2.0,3.0,21.5
Lee Nicholls,30.0,eng ENG,GK,Brentford,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3305.0,37.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,0.97,-0.74,0.0,0.0,0.0,18.0,9.0
Leo Fuhr Hjelde,19.0,no NOR,DF,Nott'ham-Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,1.0,-4.0,0.0,0.0,0.0,3.0,1.5
Leon Bailey,25.0,jm JAM,"MF,FW",Aston-Villa,10.0,9.0,19.0,10.0,0.0,5.0,0.0,2068.0,35.0,23.0,102.0,82.0,226.0,6.3,6.3,53.0,18.0,51.0,7.0,52.0,72.5,1.77,0.91,13.0,9.0,1.0,6.0,169.5
Lesley Ugochukwu,19.0,fr FRA,MF,Chelsea,0.0,0.0,0.0,0.0,0.0,2.0,0.0,301.0,12.0,3.3,8.0,17.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,84.7,1.5,-0.9,14.0,1.0,2.0,5.0,38.5
Levi Colwill,20.0,eng ENG,DF,Chelsea,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1797.0,23.0,20.0,23.0,73.0,27.0,1.3,1.3,11.0,3.0,6.0,0.0,7.0,83.0,1.52,0.15,48.0,26.0,10.0,66.0,193.5
Lewis Hall,18.0,eng ENG,DF,Newcastle-United,1.0,0.0,1.0,1.0,0.0,2.0,0.0,781.0,18.0,8.7,19.0,46.0,27.0,0.3,0.3,11.0,4.0,3.0,1.0,3.0,81.9,1.44,1.27,28.0,12.0,2.0,22.0,94.5
Lewis Miley,17.0,eng ENG,MF,Newcastle-United,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1202.0,17.0,13.4,14.0,53.0,54.0,1.2,1.2,13.0,3.0,12.0,2.0,12.0,82.4,1.18,-0.22,33.0,8.0,3.0,18.0,117.0
Liam Cooper,31.0,sct SCO,DF,Nott'ham-Forest,1.0,0.0,1.0,1.0,0.0,0.0,0.0,706.0,15.0,7.8,2.0,36.0,2.0,0.1,0.1,3.0,2.0,0.0,0.0,1.0,89.9,2.13,0.13,10.0,14.0,7.0,29.0,67.0
Lisandro Martínez,25.0,ar ARG,DF,Manchester-United,0.0,1.0,1.0,0.0,0.0,3.0,0.0,646.0,11.0,7.2,8.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,92.2,1.82,0.0,12.0,5.0,8.0,26.0,59.0
Loris Karius,30.0,de GER,GK,Newcastle-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,0.0,-3.0,0.0,0.0,0.0,1.0,0.5
Lucas Digne,30.0,fr FRA,DF,Aston-Villa,1.0,3.0,4.0,1.0,0.0,7.0,0.0,2410.0,33.0,26.8,42.0,77.0,200.0,1.1,1.1,20.0,4.0,34.0,15.0,37.0,75.1,1.76,0.49,47.0,26.0,2.0,67.0,233.0
Lucas Paquetá,25.0,br BRA,"FW,MF",West-Ham-United,4.0,6.0,10.0,2.0,2.0,10.0,0.0,2622.0,31.0,29.1,34.0,187.0,116.0,5.4,3.8,40.0,8.0,50.0,8.0,43.0,73.9,1.58,0.0,71.0,21.0,1.0,28.0,277.0
Luis Sinisterra,24.0,co COL,MF,Nott'ham-Forest,1.0,0.0,1.0,1.0,0.0,0.0,0.0,174.0,2.0,1.9,5.0,10.0,15.0,0.4,0.4,5.0,4.0,3.0,0.0,4.0,90.6,2.0,1.03,1.0,0.0,0.0,0.0,11.0
Luke Ayling,31.0,eng ENG,DF,Nott'ham-Forest,1.0,1.0,2.0,1.0,0.0,2.0,0.0,749.0,14.0,8.3,14.0,24.0,58.0,0.5,0.5,8.0,1.0,9.0,2.0,13.0,76.2,2.0,0.48,30.0,10.0,0.0,19.0,109.0
Luke Berry,31.0,eng ENG,"MF,DF",Luton-Town,2.0,1.0,3.0,2.0,0.0,1.0,0.0,323.0,17.0,3.6,1.0,8.0,7.0,1.0,1.0,8.0,4.0,0.0,0.0,2.0,64.6,0.59,0.0,7.0,0.0,1.0,3.0,27.5
Luke Shaw,28.0,eng ENG,DF,Manchester-United,0.0,0.0,0.0,0.0,0.0,6.0,0.0,959.0,12.0,10.7,10.0,45.0,30.0,0.0,0.0,2.0,0.0,7.0,0.0,13.0,81.9,1.83,0.28,11.0,6.0,11.0,39.0,81.0
Luke Thomas,22.0,eng ENG,DF,Sheffield-United,0.0,0.0,0.0,0.0,0.0,3.0,0.0,917.0,12.0,10.2,8.0,33.0,22.0,0.5,0.5,6.0,1.0,5.0,2.0,2.0,73.4,0.42,-2.36,20.0,10.0,5.0,27.0,76.5
Mads Juel Andersen,25.0,dk DEN,DF,Luton-Town,1.0,0.0,1.0,1.0,0.0,1.0,0.0,400.0,8.0,4.4,0.0,7.0,1.0,0.3,0.3,3.0,1.0,0.0,0.0,0.0,74.4,1.13,-0.9,6.0,8.0,6.0,29.0,47.5
Malo Gusto,20.0,fr FRA,DF,Chelsea,0.0,6.0,6.0,0.0,0.0,7.0,1.0,1751.0,27.0,19.5,78.0,86.0,135.0,0.9,0.9,15.0,5.0,29.0,13.0,32.0,86.4,1.81,0.57,55.0,17.0,4.0,43.0,221.0
Marc Cucurella,25.0,es ESP,DF,Chelsea,0.0,2.0,2.0,0.0,0.0,10.0,0.0,1782.0,21.0,19.8,31.0,50.0,73.0,1.1,1.1,8.0,4.0,7.0,4.0,19.0,86.6,1.81,0.86,62.0,22.0,13.0,48.0,226.5
Marcus Rashford,25.0,eng ENG,FW,Manchester-United,7.0,2.0,9.0,5.0,2.0,2.0,0.0,2271.0,33.0,25.2,95.0,65.0,184.0,7.4,5.8,60.0,19.0,30.0,1.0,23.0,75.3,1.61,-0.04,19.0,4.0,1.0,21.0,115.0
Mark Flekken,30.0,nl NED,GK,Burnley,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3285.0,37.0,36.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,71.6,1.05,-0.27,1.0,0.0,0.0,17.0,18.5
Mark Travers,24.0,ie IRL,GK,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,1.5,0.0,0.0,0.0,0.0,2.0,1.0
Martin Dúbravka,34.0,sk SVK,GK,Newcastle-United,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1985.0,23.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.7,1.48,0.27,0.0,0.0,0.0,8.0,5.5
Marvelous Nakamba,29.0,zw ZIM,MF,Luton-Town,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1130.0,13.0,12.6,1.0,36.0,5.0,0.2,0.2,5.0,0.0,2.0,1.0,7.0,84.2,0.46,-1.12,40.0,11.0,6.0,11.0,118.5
Mason Burstow,19.0,eng ENG,FW,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.5,-10.0,0.0,0.0,0.0,0.0,0.0
Mason Holgate,26.0,eng ENG,DF,Sheffield-United,0.0,0.0,0.0,0.0,0.0,3.0,1.0,710.0,10.0,7.9,0.0,13.0,0.0,0.6,0.6,3.0,0.0,2.0,2.0,1.0,65.4,0.5,-1.39,12.0,11.0,5.0,40.0,67.0
Mason Mount,24.0,eng ENG,"MF,FW",Manchester-United,1.0,0.0,1.0,1.0,0.0,2.0,0.0,516.0,14.0,5.7,9.0,21.0,34.0,0.4,0.4,5.0,1.0,6.0,2.0,6.0,81.7,1.36,-1.74,22.0,6.0,1.0,3.0,67.5
Mateo Joseph,19.0,es ESP,"FW,MF",Nott'ham-Forest,1.0,0.0,1.0,1.0,0.0,1.0,0.0,234.0,20.0,2.6,5.0,7.0,17.0,1.7,1.7,7.0,2.0,4.0,0.0,7.0,73.4,1.73,0.38,2.0,1.0,0.0,3.0,20.5
Matt Ritchie,33.0,sct SCO,"FW,MF",Newcastle-United,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0,13.0,1.4,5.0,8.0,13.0,1.0,1.0,6.0,4.0,3.0,0.0,0.0,75.3,1.92,-1.41,5.0,1.0,2.0,5.0,19.0
Matt Targett,27.0,eng ENG,DF,Newcastle-United,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,3.0,0.9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.8,0.33,-4.62,2.0,0.0,0.0,2.0,6.5
Matty Cash,25.0,pl POL,DF,Aston-Villa,2.0,2.0,4.0,2.0,0.0,8.0,0.0,2142.0,29.0,23.8,62.0,88.0,101.0,4.2,4.2,33.0,13.0,19.0,8.0,13.0,80.4,1.86,0.55,54.0,18.0,14.0,59.0,208.0
Max Lowe,26.0,eng ENG,"DF,MF",Sheffield-United,0.0,0.0,0.0,0.0,0.0,1.0,0.0,503.0,10.0,5.6,5.0,12.0,11.0,0.6,0.6,2.0,0.0,3.0,0.0,2.0,64.6,0.7,-1.07,21.0,5.0,4.0,15.0,64.0
Maxwel Cornet,26.0,ci CIV,"MF,FW",West-Ham-United,1.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,7.0,1.2,3.0,2.0,8.0,0.4,0.4,4.0,1.0,0.0,0.0,4.0,73.5,0.43,-0.8,3.0,2.0,0.0,1.0,18.5
Michael Ndiweni,19.0,eng ENG,FW,Newcastle-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail Antonio,33.0,jm JAM,FW,West-Ham-United,6.0,2.0,8.0,6.0,0.0,6.0,0.0,1695.0,26.0,18.8,48.0,22.0,104.0,5.8,5.8,30.0,14.0,7.0,2.0,8.0,58.4,1.27,-0.05,15.0,4.0,3.0,4.0,75.0
Miguel Almirón,29.0,py PAR,FW,Newcastle-United,3.0,1.0,4.0,3.0,0.0,2.0,0.0,1937.0,33.0,21.5,78.0,78.0,162.0,4.5,4.5,41.0,12.0,21.0,3.0,24.0,83.4,1.52,0.0,36.0,10.0,2.0,13.0,142.5
Mohammed Kudus,22.0,gh GHA,"FW,MF",West-Ham-United,8.0,6.0,14.0,8.0,0.0,6.0,0.0,2484.0,33.0,27.6,117.0,80.0,216.0,5.1,5.1,67.0,17.0,29.0,16.0,28.0,77.4,1.3,-0.69,65.0,11.0,0.0,9.0,229.0
Moisés Caicedo,21.0,ec ECU,MF,Chelsea,1.0,3.0,4.0,1.0,0.0,11.0,0.0,2866.0,35.0,31.8,27.0,173.0,27.0,0.4,0.4,13.0,4.0,20.0,0.0,23.0,90.0,1.74,0.53,91.0,37.0,25.0,44.0,328.0
Morgan Rogers,21.0,eng ENG,"MF,FW",Aston-Villa,3.0,1.0,4.0,3.0,0.0,3.0,0.0,638.0,11.0,7.1,22.0,28.0,30.0,1.4,1.4,11.0,5.0,12.0,0.0,9.0,75.4,1.91,-0.14,8.0,3.0,0.0,11.0,50.5
Moussa Diaby,24.0,fr FRA,"FW,MF",Aston-Villa,6.0,8.0,14.0,6.0,0.0,1.0,0.0,2174.0,38.0,24.2,94.0,72.0,183.0,7.0,7.0,54.0,22.0,40.0,9.0,47.0,78.4,1.79,0.04,12.0,9.0,1.0,6.0,146.0
Mykhailo Mudryk,22.0,ua UKR,FW,Chelsea,5.0,2.0,7.0,5.0,0.0,5.0,0.0,1576.0,31.0,17.5,92.0,45.0,139.0,4.4,4.4,35.0,12.0,22.0,4.0,32.0,68.0,1.52,0.69,21.0,9.0,1.0,9.0,128.0
Nayef Aguerd,27.0,ma MAR,DF,West-Ham-United,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1857.0,21.0,20.6,10.0,68.0,3.0,1.5,1.5,14.0,3.0,2.0,0.0,4.0,80.1,1.19,-0.87,26.0,17.0,24.0,85.0,153.0
Neto,34.0,br BRA,GK,Bournemouth,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2880.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3,1.22,-0.28,0.0,1.0,0.0,12.0,7.5
Nick Pope,31.0,eng ENG,GK,Newcastle-United,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1345.0,15.0,14.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.9,1.93,1.34,0.0,0.0,0.0,7.0,3.5
Nicolas Jackson,22.0,sn SEN,FW,Chelsea,14.0,5.0,19.0,14.0,0.0,10.0,0.0,2799.0,35.0,31.1,70.0,67.0,200.0,18.6,18.6,80.0,38.0,21.0,0.0,38.0,77.3,1.63,0.55,21.0,4.0,5.0,17.0,170.5
Nicolò Zaniolo,24.0,it ITA,"FW,MF",Aston-Villa,2.0,0.0,2.0,2.0,0.0,7.0,0.0,839.0,25.0,9.3,35.0,30.0,60.0,2.6,2.6,27.0,10.0,5.0,0.0,10.0,65.8,1.6,0.43,19.0,1.0,0.0,11.0,66.0
Noni Madueke,21.0,eng ENG,FW,Chelsea,5.0,2.0,7.0,4.0,1.0,2.0,0.0,1053.0,23.0,11.7,76.0,52.0,136.0,2.5,1.7,31.0,12.0,13.0,2.0,20.0,84.8,1.74,0.77,16.0,4.0,0.0,14.0,94.0
Oliver Arblaster,19.0,eng ENG,MF,Sheffield-United,0.0,0.0,0.0,0.0,0.0,2.0,0.0,943.0,12.0,10.5,13.0,43.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0,11.0,79.7,0.25,-1.43,23.0,15.0,7.0,9.0,96.5
Oliver McBurnie,27.0,sct SCO,FW,Sheffield-United,6.0,3.0,9.0,4.0,2.0,7.0,2.0,1280.0,21.0,14.2,6.0,30.0,60.0,6.9,5.3,31.0,15.0,5.0,1.0,12.0,59.3,0.29,-1.41,17.0,5.0,2.0,28.0,99.5
Oliver Norwood,32.0,nir NIR,MF,Sheffield-United,1.0,0.0,1.0,0.0,1.0,8.0,0.0,1440.0,27.0,16.0,3.0,73.0,10.0,1.1,0.3,14.0,5.0,11.0,2.0,17.0,69.6,0.44,-2.19,41.0,21.0,9.0,39.0,170.5
Ollie Watkins,27.0,eng ENG,FW,Aston-Villa,19.0,13.0,32.0,19.0,0.0,4.0,0.0,3217.0,37.0,35.7,62.0,55.0,214.0,16.8,16.8,107.0,47.0,22.0,0.0,45.0,75.4,1.84,0.45,12.0,4.0,4.0,20.0,194.5
Omari Forson,19.0,eng ENG,FW,Manchester-United,0.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0,4.0,0.8,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,90.9,0.75,-1.29,2.0,0.0,0.0,0.0,9.0
Omari Kellyman,17.0,eng ENG,FW,Aston-Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.4,1.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,85.7,0.0,-2.43,1.0,0.0,0.0,0.0,2.0
Pablo Fornals,27.0,es ESP,"MF,FW",West-Ham-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,15.0,4.7,4.0,29.0,27.0,0.3,0.3,7.0,3.0,6.0,1.0,5.0,77.1,1.67,-0.63,10.0,6.0,1.0,7.0,41.0
Pascal Struijk,23.0,nl NED,DF,Nott'ham-Forest,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1989.0,23.0,22.1,22.0,146.0,3.0,2.8,2.0,13.0,4.0,3.0,0.0,3.0,89.9,1.83,0.77,31.0,19.0,12.0,73.0,152.5
Patrick Bamford,29.0,eng ENG,"FW,MF",Nott'ham-Forest,8.0,1.0,9.0,8.0,0.0,2.0,0.0,1493.0,33.0,16.6,17.0,24.0,82.0,9.5,8.7,53.0,23.0,8.0,0.0,13.0,72.1,2.06,1.21,17.0,2.0,0.0,10.0,87.5
Pau Torres,26.0,es ESP,DF,Aston-Villa,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2464.0,29.0,27.4,42.0,128.0,16.0,1.0,1.0,12.0,5.0,12.0,1.0,8.0,87.4,2.07,0.73,29.0,14.0,12.0,75.0,146.5
Paul Dummett,31.0,wls WAL,DF,Newcastle-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.3,2.6,-4.5,1.0,0.0,0.0,1.0,2.5
Pelly Ruddock Mpanzu,30.0,cd COD,MF,Luton-Town,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1101.0,27.0,12.2,10.0,34.0,15.0,0.6,0.6,11.0,1.0,13.0,2.0,6.0,73.6,0.7,-1.31,13.0,9.0,7.0,16.0,63.5
Philippe Coutinho,31.0,br BRA,"MF,FW",Aston-Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.3,5.0,5.0,2.0,0.1,0.1,3.0,1.0,0.0,0.0,0.0,83.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Raheem Sterling,28.0,eng ENG,"FW,MF",Chelsea,8.0,4.0,12.0,8.0,0.0,7.0,0.0,1978.0,31.0,22.0,120.0,78.0,242.0,6.5,6.5,51.0,21.0,35.0,7.0,30.0,73.9,1.48,0.14,21.0,13.0,0.0,9.0,143.0
Raphaël Varane,30.0,fr FRA,DF,Manchester-United,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1375.0,22.0,15.3,16.0,59.0,2.0,1.3,1.3,8.0,2.0,4.0,0.0,1.0,88.9,1.91,0.13,18.0,15.0,18.0,88.0,125.0
Rasmus Højlund,20.0,dk DEN,FW,Manchester-United,10.0,2.0,12.0,10.0,0.0,2.0,0.0,2158.0,30.0,24.0,36.0,33.0,111.0,7.6,7.6,38.0,20.0,14.0,1.0,28.0,75.6,1.6,0.04,11.0,1.0,1.0,19.0,110.0
Reece Burke,26.0,eng ENG,DF,Luton-Town,0.0,4.0,4.0,0.0,0.0,5.0,0.0,1660.0,22.0,18.4,11.0,67.0,14.0,1.3,1.3,13.0,3.0,9.0,3.0,13.0,76.1,0.68,-0.7,37.0,18.0,18.0,78.0,185.5
Reece James,23.0,eng ENG,DF,Chelsea,0.0,2.0,2.0,0.0,0.0,2.0,2.0,419.0,10.0,4.7,19.0,21.0,35.0,0.3,0.3,7.0,1.0,6.0,3.0,11.0,80.6,1.2,-0.64,14.0,3.0,4.0,7.0,60.5
Remi Matthews,29.0,eng ENG,GK,Crystal-Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.5,0.0,0.0,0.0,1.0,0.5
Rhian Brewster,23.0,eng ENG,"FW,MF",Sheffield-United,0.0,0.0,0.0,0.0,0.0,0.0,1.0,346.0,13.0,3.8,1.0,3.0,21.0,0.4,0.4,7.0,3.0,1.0,0.0,2.0,68.4,0.54,-2.08,5.0,1.0,0.0,2.0,15.5
Rhys Norrington-Davies,24.0,wls WAL,DF,Sheffield-United,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,5.0,1.2,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.6,0.8,-4.09,1.0,1.0,0.0,2.0,6.0
Robert Sánchez,25.0,es ESP,GK,Chelsea,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1433.0,16.0,15.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1,1.19,0.06,0.0,0.0,0.0,11.0,5.5
Robin Olsen,33.0,se SWE,GK,Aston-Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,0.8,-2.0,0.0,0.0,0.0,1.0,0.5
Roméo Lavia,19.0,be BEL,MF,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,3.0,2.73,1.0,0.0,0.0,1.0,2.5
Ross Barkley,29.0,eng ENG,MF,Luton-Town,5.0,4.0,9.0,5.0,0.0,6.0,0.0,2618.0,32.0,29.1,48.0,163.0,39.0,4.1,4.1,66.0,19.0,27.0,1.0,44.0,82.6,0.69,-0.79,47.0,25.0,9.0,51.0,255.0
Ryan John Giles,23.0,eng ENG,"DF,MF",Luton-Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,11.0,5.6,9.0,17.0,30.0,0.1,0.1,2.0,2.0,10.0,6.0,5.0,64.2,0.64,-1.61,8.0,4.0,0.0,22.0,40.5
Ryan One,17.0,sct SCO,FW,Sheffield-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-22.5,0.0,0.0,0.0,0.0,0.0
Sam Byram,29.0,eng ENG,DF,Nott'ham-Forest,2.0,1.0,3.0,2.0,0.0,3.0,0.0,1933.0,33.0,21.5,49.0,123.0,113.0,1.7,1.7,23.0,5.0,21.0,3.0,20.0,78.8,2.09,0.79,60.0,34.0,14.0,70.0,258.0
Sam Curtis,17.0,ie IRL,DF,Sheffield-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Sam Greenwood,21.0,eng ENG,MF,Nott'ham-Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
