Player,Nation,Pos,Age,90s,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,Matches,Season-Unnamed: 21_level_1,Team-Unnamed: 22_level_1,Performance-CrdY,Performance-CrdR,Performance-2CrdY,Performance-Fls,Performance-Fld,Performance-Off,Performance-Crs,Performance-Int,Performance-TklW,Performance-PKwon,Performance-PKcon,Performance-OG,Performance-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%,Season-Unnamed: 22_level_1,Team-Unnamed: 23_level_1,MP,Playing Time-Min,Playing Time-Mn/MP,Playing Time-Min%,Playing Time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,Season-Unnamed: 27_level_1,Team-Unnamed: 28_level_1,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,Season-Unnamed: 31_level_1,Team-Unnamed: 32_level_1,Playing Time-Starts,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Season-Unnamed: 34_level_1,Team-Unnamed: 35_level_1,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1,Playing Time-MP,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,Season-Unnamed: 24_level_1,Team-Unnamed: 25_level_1,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected-npxG/Sh,Expected-G-xG,Expected-np:G-xG,Season-Unnamed: 23_level_1,Team-Unnamed: 24_level_1,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,Season-Unnamed: 29_level_1,Team-Unnamed: 30_level_1
Ivan Perišić,hr CRO,FW,34.0,1.1,76.0,72.0,4.0,1.0,0.0,1.0,13.0,2.0,1.0,1.0,0.0,0.0,53.0,0.0,1.0,Matches,2023-2024,Tottenham-Hotspur,2.0,0.0,0.0,2.0,1.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,100.0,2023-2024,Tottenham-Hotspur,5.0,103.0,21.0,3.0,1.1,0.0,,0.0,5.0,21.0,0.0,2.6,4.0,1.0,3.0,2.62,2.35,2.1,1.5,0.7,0.6,0.48,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,2023-2024,Tottenham-Hotspur,93.0,3.0,24.0,20.0,49.0,10.0,93.0,7.0,4.0,57.1,3.0,42.9,65.0,398.0,277.0,15.0,5.0,6.0,2.0,0.0,74.0,17.0,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,8.0,6.99,6.0,1.0,1.0,0.0,0.0,0.0,2.0,1.75,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,60.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.75,0.0,0.0,,13.0,0.0,0.0,0.0,0.06,-0.1,-0.1,2023-2024,Tottenham-Hotspur,53.0,76.0,69.7,828.0,363.0,31.0,39.0,79.5,14.0,22.0,63.6,7.0,13.0,53.8,1.0,0.9,0.7,0.1,5.0,4.0,6.0,2.0,9.0,2023-2024,Tottenham-Hotspur
Ivan Toney,eng ENG,FW,27.0,16.1,426.0,395.0,23.0,8.0,5.0,0.0,22.0,8.0,2.0,0.0,0.0,0.0,228.0,8.0,22.0,Matches,2023-2024,Burnley,5.0,0.0,0.0,24.0,29.0,7.0,22.0,10.0,5.0,0.0,0.0,0.0,56.0,54.0,61.0,47.0,2023-2024,Burnley,17.0,1450.0,85.0,42.4,16.1,16.0,90.0,16.0,1.0,10.0,1.0,0.82,20.0,30.0,-10.0,-0.62,-0.67,19.9,28.1,-8.2,-0.51,-0.98,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,2.0,6.0,4.0,0.0,0.0,6.0,6.0,1.5,7.4,23.0,40.0,98.0,0.25,0.12,0.37,0.25,0.37,0.37,0.09,0.46,0.37,0.46,2023-2024,Burnley,620.0,20.0,74.0,281.0,273.0,67.0,620.0,23.0,10.0,43.5,10.0,43.5,358.0,1633.0,809.0,23.0,17.0,13.0,59.0,17.0,465.0,98.0,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,39.0,2.42,22.0,5.0,4.0,4.0,4.0,0.0,6.0,0.37,4.0,0.0,1.0,1.0,0.0,0.0,15.0,5.0,2.0,7.0,6.0,6.0,14.0,42.9,8.0,5.0,1.0,4.0,10.0,25.0,18.0,0.0,4.0,51.0,21.0,41.2,3.17,1.3,0.08,0.19,17.4,8.0,0.0,0.0,0.12,-2.0,-2.0,2023-2024,Burnley,228.0,426.0,53.5,2972.0,1188.0,135.0,219.0,61.6,56.0,103.0,54.4,15.0,31.0,48.4,2.0,1.5,1.4,0.5,12.0,20.0,18.0,5.0,40.0,2023-2024,Burnley
Ivo Grbić,hr CRO,GK,27.0,8.6,298.0,162.0,134.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,2.0,0.0,Matches,2023-2024,Sheffield-United,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,100.0,2023-2024,Sheffield-United,,771.0,86.0,22.5,8.6,9.0,86.0,8.0,0.0,,5.0,0.33,11.0,25.0,-14.0,-1.63,0.23,9.3,14.5,-5.2,-0.6,0.53,2023-2024,Sheffield-United,25.0,0.0,0.0,4.0,2.0,14.7,0.25,-8.3,-0.97,65.0,199.0,32.7,207.0,25.0,57.5,41.2,89.0,89.9,59.4,193.0,11.0,5.7,14.0,1.63,14.4,2023-2024,Sheffield-United,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Sheffield-United,324.0,280.0,317.0,7.0,0.0,0.0,324.0,0.0,0.0,,0.0,,152.0,1049.0,772.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,2023-2024,Sheffield-United,9.0,25.0,2.92,59.0,36.0,57.6,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,,2023-2024,Sheffield-United,2.0,0.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Sheffield-United,148.0,298.0,49.7,5407.0,4505.0,23.0,23.0,100.0,48.0,54.0,88.9,76.0,217.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-2024,Sheffield-United
Jack Grealish,eng ENG,"FW,MF",27.0,11.2,580.0,560.0,19.0,3.0,3.0,2.0,16.0,11.0,5.0,2.0,0.0,0.0,499.0,1.0,21.0,Matches,2023-2024,Manchester-City,6.0,0.0,0.0,6.0,41.0,2.0,16.0,6.0,8.0,0.0,0.0,0.0,42.0,3.0,4.0,42.9,2023-2024,Manchester-City,20.0,1009.0,50.0,29.5,11.2,10.0,83.0,7.0,10.0,18.0,9.0,2.45,26.0,13.0,13.0,1.16,-0.67,23.2,12.8,10.4,0.92,-0.37,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,4.0,3.0,0.0,0.0,2.1,2.1,2.5,4.6,87.0,50.0,146.0,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,2023-2024,Manchester-City,697.0,7.0,53.0,206.0,443.0,82.0,697.0,41.0,18.0,43.9,11.0,26.8,522.0,4025.0,2080.0,87.0,46.0,50.0,19.0,22.0,578.0,146.0,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,54.0,4.82,46.0,0.0,1.0,2.0,5.0,0.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,6.0,7.0,0.0,6.0,12.0,50.0,6.0,13.0,2.0,11.0,6.0,19.0,5.0,0.0,3.0,22.0,5.0,22.7,1.96,0.45,0.14,0.6,16.1,0.0,0.0,0.0,0.09,0.9,0.9,2023-2024,Manchester-City,499.0,580.0,86.0,7032.0,1069.0,302.0,329.0,91.8,156.0,174.0,89.7,23.0,32.0,71.9,1.0,2.5,2.8,-1.5,26.0,15.0,25.0,0.0,50.0,2023-2024,Manchester-City
Jack Harrison,eng ENG,"MF,FW",26.0,24.6,631.0,608.0,17.0,2.0,4.0,0.0,81.0,10.0,4.0,4.0,0.0,0.0,409.0,6.0,32.0,Matches,2023-2024,Everton,1.0,0.0,0.0,20.0,30.0,1.0,81.0,12.0,22.0,0.0,0.0,0.0,129.0,10.0,19.0,34.5,2023-2024,Everton,29.0,2214.0,76.0,64.7,24.6,25.0,84.0,17.0,4.0,31.0,1.0,1.38,27.0,26.0,1.0,0.04,0.94,32.5,33.6,-1.0,-0.04,-0.03,2023-2024,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,3.0,6.0,3.0,0.0,0.0,3.6,3.6,3.4,7.0,65.0,62.0,135.0,0.12,0.12,0.24,0.12,0.24,0.14,0.14,0.28,0.14,0.28,2023-2024,Everton,935.0,36.0,167.0,338.0,445.0,59.0,935.0,75.0,29.0,38.7,39.0,52.0,539.0,3250.0,1546.0,65.0,31.0,14.0,68.0,41.0,580.0,135.0,2023-2024,Everton,,,,,,,,,,,,,,,,,,,66.0,2.68,46.0,2.0,3.0,7.0,6.0,2.0,7.0,0.28,5.0,0.0,0.0,1.0,1.0,0.0,37.0,22.0,12.0,12.0,13.0,17.0,49.0,34.7,32.0,25.0,5.0,20.0,12.0,49.0,24.0,0.0,3.0,34.0,9.0,26.5,1.38,0.37,0.09,0.33,17.8,1.0,0.0,0.0,0.11,-0.6,-0.6,2023-2024,Everton,409.0,631.0,64.8,5825.0,2378.0,243.0,291.0,83.5,127.0,195.0,65.1,23.0,73.0,31.5,3.0,3.4,3.3,-0.4,28.0,37.0,34.0,11.0,62.0,2023-2024,Everton
Jack Hinshelwood,eng ENG,DF,18.0,9.7,498.0,431.0,67.0,14.0,0.0,3.0,10.0,53.0,0.0,0.0,0.0,0.0,418.0,0.0,4.0,Matches,2023-2024,Brighton-Hove-Albion,1.0,0.0,0.0,11.0,3.0,1.0,10.0,14.0,5.0,0.0,1.0,0.0,33.0,7.0,8.0,46.7,2023-2024,Brighton-Hove-Albion,12.0,869.0,72.0,25.4,9.7,8.0,81.0,3.0,4.0,56.0,4.0,1.33,15.0,17.0,-2.0,-0.21,-0.03,16.4,14.5,1.9,0.2,0.22,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,0.0,3.0,3.0,0.0,0.0,1.9,1.9,0.7,2.5,16.0,19.0,38.0,0.31,0.0,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26,2023-2024,Brighton-Hove-Albion,590.0,26.0,193.0,256.0,143.0,30.0,590.0,5.0,0.0,0.0,4.0,80.0,331.0,1598.0,726.0,16.0,15.0,1.0,9.0,2.0,381.0,38.0,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,14.0,1.45,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,7.0,4.0,3.0,5.0,13.0,38.5,8.0,6.0,2.0,4.0,14.0,28.0,18.0,0.0,3.0,14.0,8.0,57.1,1.45,0.83,0.21,0.38,9.2,0.0,0.0,0.0,0.14,1.1,1.1,2023-2024,Brighton-Hove-Albion,418.0,498.0,83.9,5999.0,1172.0,233.0,267.0,87.3,156.0,175.0,89.1,9.0,22.0,40.9,0.0,0.7,0.4,-0.7,8.0,24.0,5.0,1.0,19.0,2023-2024,Brighton-Hove-Albion
Jack Robinson,eng ENG,DF,29.0,32.1,1254.0,1044.0,205.0,32.0,1.0,7.0,12.0,173.0,0.0,0.0,0.0,0.0,894.0,5.0,21.0,Matches,2023-2024,Sheffield-United,10.0,0.0,0.0,19.0,16.0,1.0,12.0,33.0,28.0,0.0,0.0,2.0,135.0,69.0,45.0,60.5,2023-2024,Sheffield-United,,2885.0,85.0,84.4,32.1,31.0,89.0,27.0,3.0,40.0,0.0,0.47,30.0,83.0,-53.0,-1.65,1.04,30.9,62.5,-31.6,-0.99,0.15,2023-2024,Sheffield-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,1.0,2.0,1.0,0.0,0.0,1.2,1.2,1.2,2.4,8.0,63.0,14.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,2023-2024,Sheffield-United,1567.0,235.0,793.0,606.0,177.0,31.0,1567.0,11.0,5.0,45.5,3.0,27.3,685.0,2943.0,1429.0,8.0,6.0,1.0,18.0,5.0,785.0,14.0,2023-2024,Sheffield-United,34.0,,,,,,,,,,,,,,,,,,23.0,0.72,12.0,7.0,0.0,3.0,0.0,1.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,43.0,28.0,29.0,14.0,0.0,25.0,39.0,64.1,14.0,49.0,33.0,16.0,33.0,76.0,132.0,2.0,1.0,14.0,5.0,35.7,0.44,0.16,0.07,0.2,12.7,0.0,0.0,0.0,0.09,-0.2,-0.2,2023-2024,Sheffield-United,894.0,1254.0,71.3,17460.0,7680.0,318.0,364.0,87.4,452.0,554.0,81.6,113.0,286.0,39.5,1.0,1.2,1.0,-0.2,12.0,66.0,7.0,4.0,63.0,2023-2024,Sheffield-United
Jack Rudoni,eng ENG,"MF,FW",23.0,34.0,1262.0,1142.0,111.0,37.0,6.0,7.0,78.0,8.0,26.0,10.0,6.0,1.0,915.0,9.0,45.0,Matches,2023-2024,Brentford,9.0,0.0,0.0,45.0,47.0,6.0,78.0,29.0,41.0,0.0,0.0,0.0,243.0,62.0,67.0,48.1,2023-2024,Brentford,35.0,3060.0,87.0,73.9,34.0,35.0,87.0,32.0,0.0,,0.0,0.91,35.0,59.0,-24.0,-0.71,-0.29,40.3,46.8,-6.5,-0.19,0.46,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,5.0,3.0,8.0,5.0,0.0,0.0,8.4,8.4,3.4,11.8,89.0,147.0,149.0,0.15,0.09,0.24,0.15,0.24,0.25,0.1,0.35,0.25,0.35,2023-2024,Brentford,1718.0,61.0,277.0,850.0,619.0,110.0,1718.0,106.0,43.0,40.6,49.0,46.2,932.0,5831.0,2736.0,89.0,53.0,16.0,81.0,45.0,1023.0,149.0,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,105.0,3.09,69.0,7.0,8.0,11.0,9.0,1.0,10.0,0.29,7.0,1.0,0.0,2.0,0.0,0.0,63.0,41.0,27.0,27.0,9.0,28.0,57.0,49.1,29.0,48.0,7.0,41.0,29.0,92.0,31.0,0.0,5.0,75.0,24.0,32.0,2.21,0.71,0.07,0.21,17.7,7.0,0.0,0.0,0.11,-3.4,-3.4,2023-2024,Brentford,915.0,1262.0,72.5,14263.0,4068.0,472.0,570.0,82.8,348.0,438.0,79.5,56.0,131.0,42.7,3.0,3.4,3.0,-0.4,35.0,112.0,32.0,5.0,147.0,2023-2024,Brentford
Jacob Brown,sct SCO,"MF,FW",25.0,11.3,247.0,238.0,7.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,136.0,2.0,18.0,Matches,2023-2024,Luton-Town,4.0,0.0,0.0,19.0,19.0,6.0,10.0,8.0,12.0,0.0,0.0,0.0,56.0,43.0,54.0,44.3,2023-2024,Luton-Town,,1019.0,54.0,29.8,11.3,12.0,73.0,4.0,7.0,21.0,2.0,0.84,16.0,26.0,-10.0,-0.88,-0.02,11.1,26.4,-15.3,-1.36,-0.6,2023-2024,Luton-Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,0.0,2.0,2.0,0.0,0.0,2.8,2.8,0.7,3.4,25.0,19.0,53.0,0.18,0.0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,2023-2024,Luton-Town,427.0,30.0,103.0,152.0,181.0,50.0,427.0,25.0,6.0,24.0,16.0,64.0,200.0,1112.0,504.0,25.0,14.0,9.0,24.0,25.0,237.0,53.0,2023-2024,Luton-Town,19.0,,,,,,,,,,,,,,,,,,15.0,1.33,10.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,7.0,7.0,5.0,7.0,18.0,38.9,11.0,20.0,1.0,19.0,8.0,27.0,22.0,0.0,2.0,26.0,6.0,23.1,2.3,0.53,0.08,0.33,14.1,0.0,0.0,0.0,0.11,-0.8,-0.8,2023-2024,Luton-Town,136.0,247.0,55.1,1865.0,626.0,91.0,127.0,71.7,35.0,56.0,62.5,6.0,24.0,25.0,0.0,0.7,0.4,-0.7,8.0,6.0,3.0,1.0,19.0,2023-2024,Luton-Town
Jacob Chapman,au AUS,GK,22.0,1.5,60.0,40.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,Matches,2023-2024,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,2023-2024,Brentford,2.0,139.0,70.0,3.4,1.5,1.0,90.0,1.0,1.0,49.0,5.0,1.5,3.0,2.0,1.0,0.65,1.32,1.5,1.7,-0.2,-0.13,0.19,2023-2024,Brentford,2.0,0.0,0.0,1.0,0.0,1.6,0.16,-0.4,-0.23,4.0,29.0,13.8,45.0,7.0,42.2,35.7,15.0,66.7,46.5,15.0,0.0,0.0,2.0,1.29,15.0,2023-2024,Brentford,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Brentford,64.0,56.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,,0.0,,37.0,205.0,129.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2023-2024,Brentford,2.0,2.0,1.29,4.0,1.0,50.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0,0.0,100.0,2023-2024,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Brentford,32.0,60.0,53.3,756.0,485.0,7.0,7.0,100.0,17.0,18.0,94.4,8.0,35.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Brentford
Jacob Murphy,eng ENG,"FW,DF",28.0,13.2,519.0,478.0,38.0,8.0,10.0,0.0,77.0,18.0,11.0,7.0,2.0,0.0,343.0,3.0,23.0,Matches,2023-2024,Newcastle-United,1.0,0.0,0.0,7.0,15.0,1.0,77.0,6.0,10.0,0.0,0.0,0.0,66.0,4.0,10.0,28.6,2023-2024,Newcastle-United,,1189.0,57.0,34.8,13.2,14.0,75.0,5.0,7.0,20.0,5.0,1.95,40.0,21.0,19.0,1.44,1.28,32.2,18.4,13.8,1.04,1.01,2023-2024,Newcastle-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,7.0,10.0,3.0,0.0,0.0,2.1,2.1,5.0,7.1,33.0,52.0,113.0,0.23,0.53,0.76,0.23,0.76,0.16,0.37,0.54,0.16,0.54,2023-2024,Newcastle-United,666.0,24.0,111.0,229.0,339.0,53.0,666.0,27.0,13.0,48.1,13.0,48.1,381.0,2179.0,981.0,33.0,27.0,15.0,19.0,14.0,434.0,113.0,2023-2024,Newcastle-United,21.0,,,,,,,,,,,,,,,,,,55.0,4.16,44.0,4.0,2.0,3.0,1.0,1.0,10.0,0.76,9.0,0.0,1.0,0.0,0.0,0.0,20.0,10.0,8.0,4.0,8.0,12.0,26.0,46.2,14.0,17.0,0.0,17.0,6.0,26.0,16.0,0.0,3.0,30.0,10.0,33.3,2.27,0.76,0.1,0.3,19.6,0.0,0.0,0.0,0.07,0.9,0.9,2023-2024,Newcastle-United,343.0,519.0,66.1,5229.0,2012.0,200.0,244.0,82.0,117.0,175.0,66.9,19.0,61.0,31.1,7.0,5.0,3.4,2.0,31.0,32.0,30.0,8.0,52.0,2023-2024,Newcastle-United
Jacob Ramsey,eng ENG,"FW,MF",22.0,9.5,322.0,310.0,12.0,1.0,3.0,0.0,11.0,1.0,10.0,3.0,0.0,0.0,257.0,0.0,9.0,Matches,2023-2024,Aston-Villa,2.0,0.0,0.0,7.0,12.0,0.0,11.0,3.0,8.0,0.0,0.0,0.0,42.0,5.0,3.0,62.5,2023-2024,Aston-Villa,,853.0,53.0,24.9,9.5,8.0,80.0,5.0,8.0,26.0,0.0,2.19,22.0,12.0,10.0,1.06,0.88,18.5,13.2,5.3,0.56,0.62,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.2,2.2,1.0,3.2,33.0,28.0,69.0,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,2023-2024,Aston-Villa,433.0,10.0,69.0,178.0,195.0,47.0,433.0,20.0,8.0,40.0,11.0,55.0,271.0,1777.0,836.0,33.0,19.0,11.0,18.0,21.0,314.0,69.0,2023-2024,Aston-Villa,16.0,,,,,,,,,,,,,,,,,,29.0,3.06,23.0,2.0,1.0,2.0,0.0,1.0,3.0,0.32,2.0,1.0,0.0,0.0,0.0,0.0,16.0,8.0,7.0,6.0,3.0,5.0,15.0,33.3,10.0,15.0,2.0,13.0,3.0,19.0,8.0,0.0,1.0,19.0,4.0,21.1,2.0,0.42,0.05,0.25,15.9,0.0,0.0,0.0,0.11,-1.2,-1.2,2023-2024,Aston-Villa,257.0,322.0,79.8,3751.0,863.0,143.0,173.0,82.7,97.0,115.0,84.3,9.0,12.0,75.0,1.0,1.0,1.4,0.0,10.0,22.0,5.0,0.0,28.0,2023-2024,Aston-Villa
Jacob Wright,eng ENG,MF,17.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadan Raymond,wls WAL,MF,19.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,2023-2024,Crystal-Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Crystal-Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
