Player,Nation,Pos,Age,90s,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,Matches,Season-Unnamed: 21_level_1,Team-Unnamed: 22_level_1,Performance-CrdY,Performance-CrdR,Performance-2CrdY,Performance-Fls,Performance-Fld,Performance-Off,Performance-Crs,Performance-Int,Performance-TklW,Performance-PKwon,Performance-PKcon,Performance-OG,Performance-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%,Season-Unnamed: 22_level_1,Team-Unnamed: 23_level_1,MP,Playing Time-Min,Playing Time-Mn/MP,Playing Time-Min%,Playing Time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,Season-Unnamed: 27_level_1,Team-Unnamed: 28_level_1,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,Season-Unnamed: 31_level_1,Team-Unnamed: 32_level_1,Playing Time-Starts,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Season-Unnamed: 34_level_1,Team-Unnamed: 35_level_1,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1,Playing Time-MP,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,Season-Unnamed: 24_level_1,Team-Unnamed: 25_level_1,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected-npxG/Sh,Expected-G-xG,Expected-np:G-xG,Season-Unnamed: 23_level_1,Team-Unnamed: 24_level_1,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,Season-Unnamed: 29_level_1,Team-Unnamed: 30_level_1
Jaden Philogene Bidace,eng ENG,FW,21.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Matches,2023-2024,Aston-Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2023-2024,Aston-Villa,,4.0,4.0,0.1,0.0,0.0,,0.0,1.0,4.0,0.0,0.0,0.0,1.0,-1.0,-22.5,-22.92,0.3,0.6,-0.3,-5.72,-5.81,2023-2024,Aston-Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Aston-Villa,4.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,,0.0,,2.0,39.0,39.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2023-2024,Aston-Villa,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Aston-Villa,3.0,4.0,75.0,27.0,5.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Aston-Villa
Jadon Sancho,eng ENG,"FW,MF",23.0,0.9,43.0,41.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,1.0,0.0,Matches,2023-2024,Manchester-United,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,2023-2024,Manchester-United,,79.0,26.0,2.3,0.9,0.0,,0.0,3.0,26.0,0.0,2.0,2.0,1.0,1.0,1.14,1.19,2.6,1.9,0.8,0.89,1.24,2023-2024,Manchester-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,2023-2024,Manchester-United,51.0,4.0,12.0,18.0,26.0,6.0,51.0,7.0,3.0,42.9,3.0,42.9,38.0,298.0,192.0,10.0,5.0,5.0,0.0,2.0,34.0,5.0,2023-2024,Manchester-United,3.0,,,,,,,,,,,,,,,,,,4.0,4.62,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Manchester-United,34.0,43.0,79.1,446.0,116.0,22.0,25.0,88.0,10.0,14.0,71.4,1.0,1.0,100.0,0.0,0.1,0.1,-0.1,1.0,2.0,2.0,0.0,4.0,2023-2024,Manchester-United
Jaheim Headley,eng ENG,"DF,MF",21.0,18.3,611.0,493.0,116.0,7.0,1.0,1.0,16.0,108.0,1.0,1.0,0.0,0.0,495.0,2.0,14.0,Matches,2023-2024,Brentford,2.0,0.0,0.0,24.0,27.0,3.0,16.0,15.0,31.0,0.0,0.0,0.0,108.0,17.0,22.0,43.6,2023-2024,Brentford,29.0,1646.0,57.0,39.8,18.3,17.0,77.0,9.0,12.0,28.0,7.0,1.0,17.0,29.0,-12.0,-0.66,-0.04,16.7,24.7,-8.0,-0.43,-0.21,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.1,3.1,41.0,43.0,68.0,0.05,0.11,0.16,0.05,0.16,0.05,0.12,0.17,0.05,0.17,2023-2024,Brentford,860.0,43.0,241.0,393.0,252.0,29.0,860.0,52.0,23.0,44.2,28.0,53.8,430.0,2885.0,1503.0,41.0,30.0,12.0,51.0,17.0,430.0,68.0,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,44.0,2.41,36.0,1.0,5.0,0.0,1.0,1.0,2.0,0.11,1.0,0.0,1.0,0.0,0.0,0.0,56.0,31.0,29.0,25.0,2.0,29.0,45.0,64.4,16.0,19.0,1.0,18.0,15.0,71.0,43.0,0.0,1.0,8.0,2.0,25.0,0.44,0.11,0.13,0.5,13.5,0.0,0.0,0.0,0.12,0.0,0.0,2023-2024,Brentford,495.0,611.0,81.0,7464.0,2228.0,271.0,308.0,88.0,170.0,213.0,79.8,32.0,45.0,71.1,2.0,2.1,1.3,-0.1,25.0,20.0,14.0,3.0,43.0,2023-2024,Brentford
Jaidon Anthony,eng ENG,"FW,MF",23.0,5.6,317.0,284.0,33.0,8.0,0.0,2.0,43.0,8.0,17.0,6.0,7.0,0.0,242.0,0.0,10.0,Matches,2023-2024,Nott'ham-Forest,0.0,0.0,0.0,12.0,11.0,1.0,43.0,2.0,5.0,0.0,0.0,0.0,31.0,3.0,4.0,42.9,2023-2024,Nott'ham-Forest,3.0,500.0,16.0,12.1,5.6,2.0,67.0,0.0,29.0,13.0,6.0,2.0,9.0,4.0,5.0,0.9,0.08,10.7,5.0,5.7,1.02,0.14,2023-2024,Nott'ham-Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.7,1.7,0.6,2.3,33.0,25.0,64.0,0.18,0.0,0.18,0.18,0.18,0.31,0.11,0.42,0.31,0.42,2023-2024,Nott'ham-Forest,415.0,3.0,41.0,170.0,209.0,26.0,415.0,33.0,11.0,33.3,20.0,60.6,263.0,1702.0,734.0,33.0,13.0,14.0,11.0,13.0,300.0,64.0,2023-2024,Nott'ham-Forest,31.0,,,,,,,,,,,,,,,,,,28.0,5.03,16.0,4.0,6.0,2.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,6.0,6.0,2.0,8.0,18.0,44.4,10.0,10.0,0.0,10.0,2.0,16.0,4.0,0.0,1.0,20.0,6.0,30.0,3.6,1.08,0.05,0.17,18.0,1.0,0.0,0.0,0.08,-0.7,-0.7,2023-2024,Nott'ham-Forest,242.0,317.0,76.3,3722.0,757.0,126.0,140.0,90.0,90.0,114.0,78.9,14.0,37.0,37.8,0.0,0.6,1.1,-0.6,9.0,15.0,10.0,4.0,25.0,2023-2024,Nott'ham-Forest
Jakub Kiwior,pl POL,DF,23.0,10.5,625.0,550.0,73.0,6.0,1.0,1.0,12.0,67.0,0.0,0.0,0.0,0.0,523.0,2.0,2.0,Matches,2023-2024,Arsenal,1.0,0.0,0.0,10.0,3.0,0.0,12.0,8.0,12.0,0.0,0.0,0.0,35.0,15.0,11.0,57.7,2023-2024,Arsenal,20.0,946.0,47.0,27.7,10.5,11.0,80.0,7.0,9.0,7.0,18.0,2.65,39.0,8.0,31.0,2.95,1.82,24.8,5.4,19.4,1.85,0.8,2023-2024,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,3.0,4.0,1.0,0.0,0.0,0.8,0.8,0.9,1.7,4.0,55.0,16.0,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,2023-2024,Arsenal,716.0,25.0,189.0,367.0,167.0,15.0,716.0,3.0,2.0,66.7,1.0,33.3,362.0,1264.0,681.0,4.0,8.0,1.0,8.0,2.0,462.0,16.0,2023-2024,Arsenal,,,,,,,,,,,,,,,,,,,13.0,1.24,10.0,2.0,0.0,0.0,1.0,0.0,4.0,0.38,3.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,11.0,8.0,1.0,14.0,19.0,73.7,5.0,11.0,3.0,8.0,8.0,28.0,28.0,1.0,1.0,6.0,2.0,33.3,0.57,0.19,0.17,0.5,13.8,0.0,0.0,0.0,0.14,0.2,0.2,2023-2024,Arsenal,523.0,625.0,83.7,8555.0,3042.0,270.0,303.0,89.1,214.0,249.0,85.9,34.0,58.0,58.6,3.0,0.9,0.6,2.1,6.0,43.0,8.0,3.0,55.0,2023-2024,Arsenal
Jakub Moder,pl POL,"MF,DF",24.0,6.9,304.0,292.0,9.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,243.0,3.0,11.0,Matches,2023-2024,Brighton-Hove-Albion,2.0,0.0,0.0,8.0,5.0,2.0,6.0,2.0,10.0,0.0,0.0,0.0,40.0,3.0,5.0,37.5,2023-2024,Brighton-Hove-Albion,17.0,618.0,36.0,18.1,6.9,6.0,73.0,1.0,11.0,16.0,10.0,1.35,6.0,13.0,-7.0,-1.02,-1.02,7.7,12.9,-5.2,-0.75,-0.97,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.3,10.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.2,0.08,0.2,2023-2024,Brighton-Hove-Albion,388.0,23.0,106.0,180.0,106.0,14.0,388.0,12.0,6.0,50.0,5.0,41.7,218.0,985.0,423.0,10.0,8.0,2.0,11.0,6.0,259.0,26.0,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,13.0,1.89,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,9.0,5.0,5.0,9.0,18.0,50.0,9.0,8.0,2.0,6.0,2.0,21.0,12.0,0.0,0.0,11.0,3.0,27.3,1.6,0.44,0.0,0.0,17.8,1.0,0.0,0.0,0.05,-0.6,-0.6,2023-2024,Brighton-Hove-Albion,243.0,304.0,79.9,3263.0,908.0,150.0,165.0,90.9,75.0,94.0,79.8,5.0,14.0,35.7,0.0,0.8,0.8,-0.8,4.0,15.0,3.0,0.0,23.0,2023-2024,Brighton-Hove-Albion
Jamaal Lascelles,eng ENG,DF,29.0,12.0,774.0,764.0,8.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,669.0,2.0,5.0,Matches,2023-2024,Newcastle-United,4.0,0.0,0.0,17.0,2.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,53.0,47.0,24.0,66.2,2023-2024,Newcastle-United,,1080.0,68.0,31.6,12.0,13.0,80.0,9.0,3.0,15.0,10.0,1.44,23.0,15.0,8.0,0.67,0.09,24.5,17.5,7.1,0.59,0.3,2023-2024,Newcastle-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.7,0.7,0.1,0.8,8.0,31.0,3.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,2023-2024,Newcastle-United,872.0,101.0,397.0,437.0,41.0,20.0,872.0,3.0,1.0,33.3,1.0,33.3,519.0,2493.0,1461.0,8.0,6.0,0.0,2.0,4.0,634.0,3.0,2023-2024,Newcastle-United,16.0,,,,,,,,,,,,,,,,,,8.0,0.67,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,7.0,7.0,0.0,6.0,11.0,54.5,5.0,17.0,12.0,5.0,5.0,19.0,42.0,0.0,1.0,6.0,1.0,16.7,0.5,0.08,0.17,1.0,9.3,0.0,0.0,0.0,0.12,0.3,0.3,2023-2024,Newcastle-United,669.0,774.0,86.4,11616.0,3694.0,252.0,275.0,91.6,383.0,421.0,91.0,29.0,61.0,47.5,0.0,0.1,0.1,-0.1,2.0,38.0,1.0,0.0,31.0,2023-2024,Newcastle-United
James Garner,eng ENG,MF,22.0,33.4,1244.0,1082.0,155.0,36.0,4.0,6.0,112.0,14.0,59.0,55.0,3.0,0.0,958.0,7.0,28.0,Matches,2023-2024,Everton,7.0,0.0,0.0,39.0,44.0,3.0,112.0,45.0,44.0,0.0,0.0,0.0,172.0,23.0,24.0,48.9,2023-2024,Everton,37.0,3004.0,81.0,87.8,33.4,34.0,86.0,29.0,3.0,22.0,0.0,1.22,36.0,47.0,-11.0,-0.33,-0.33,48.5,47.8,0.7,0.02,0.43,2023-2024,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.0,2.0,3.0,1.0,0.0,0.0,2.7,2.7,4.6,7.3,36.0,100.0,76.0,0.03,0.06,0.09,0.03,0.09,0.08,0.14,0.22,0.08,0.22,2023-2024,Everton,1610.0,83.0,307.0,776.0,549.0,41.0,1610.0,41.0,19.0,46.3,16.0,39.0,736.0,3856.0,1657.0,36.0,37.0,5.0,33.0,10.0,857.0,76.0,2023-2024,Everton,,,,,,,,,,,,,,,,,,,98.0,2.94,58.0,22.0,3.0,6.0,4.0,5.0,8.0,0.24,3.0,1.0,0.0,1.0,1.0,2.0,83.0,44.0,32.0,38.0,13.0,35.0,82.0,42.7,47.0,45.0,14.0,31.0,45.0,128.0,47.0,1.0,1.0,41.0,10.0,24.4,1.23,0.3,0.02,0.1,22.1,5.0,0.0,0.0,0.07,-1.7,-1.7,2023-2024,Everton,958.0,1244.0,77.0,16067.0,4432.0,464.0,536.0,86.6,374.0,437.0,85.6,90.0,185.0,48.6,2.0,4.6,3.7,-2.6,44.0,98.0,24.0,6.0,100.0,2023-2024,Everton
James Hill,eng ENG,DF,21.0,0.8,42.0,34.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,Matches,2023-2024,Bournemouth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,4.0,1.0,80.0,2023-2024,Bournemouth,5.0,76.0,15.0,2.2,0.8,1.0,54.0,0.0,4.0,6.0,10.0,2.0,1.0,1.0,0.0,0.0,0.35,1.5,1.3,0.2,0.2,0.27,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Bournemouth,62.0,10.0,26.0,24.0,12.0,0.0,62.0,1.0,0.0,0.0,1.0,100.0,18.0,41.0,7.0,0.0,1.0,0.0,1.0,1.0,20.0,1.0,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Bournemouth,28.0,42.0,66.7,542.0,243.0,13.0,16.0,81.3,8.0,13.0,61.5,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,2023-2024,Bournemouth
James Maddison,eng ENG,MF,26.0,23.7,1500.0,1322.0,167.0,59.0,14.0,6.0,133.0,10.0,96.0,45.0,34.0,0.0,1210.0,11.0,30.0,Matches,2023-2024,Tottenham-Hotspur,5.0,0.0,0.0,21.0,74.0,2.0,133.0,13.0,19.0,0.0,0.0,0.0,60.0,3.0,6.0,33.3,2023-2024,Tottenham-Hotspur,28.0,2135.0,76.0,62.4,23.7,26.0,80.0,4.0,2.0,29.0,0.0,1.86,46.0,31.0,15.0,0.63,0.77,41.9,33.2,8.7,0.37,0.64,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,4.0,9.0,13.0,4.0,0.0,0.0,6.4,6.4,5.9,12.4,58.0,224.0,156.0,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,2023-2024,Tottenham-Hotspur,1748.0,24.0,136.0,774.0,852.0,112.0,1748.0,81.0,32.0,39.5,34.0,42.0,1251.0,6395.0,2589.0,58.0,60.0,31.0,35.0,34.0,1430.0,156.0,2023-2024,Tottenham-Hotspur,,,,,,,,,,,,,,,,,,,161.0,6.79,110.0,22.0,10.0,6.0,10.0,3.0,19.0,0.8,13.0,1.0,2.0,1.0,1.0,1.0,33.0,19.0,5.0,18.0,10.0,15.0,29.0,51.7,14.0,15.0,3.0,12.0,13.0,46.0,10.0,1.0,4.0,58.0,23.0,39.7,2.44,0.97,0.07,0.17,19.2,3.0,0.0,0.0,0.11,-2.4,-2.4,2023-2024,Tottenham-Hotspur,1210.0,1500.0,80.7,19513.0,6251.0,631.0,684.0,92.3,457.0,557.0,82.0,94.0,180.0,52.2,9.0,5.9,6.3,3.1,67.0,130.0,59.0,3.0,224.0,2023-2024,Tottenham-Hotspur
James McConnell,eng ENG,MF,18.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,Matches,2023-2024,Liverpool,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-2024,Liverpool,3.0,4.0,1.0,0.1,0.0,0.0,,0.0,3.0,1.0,15.0,3.0,1.0,0.0,1.0,22.5,21.34,0.2,0.0,0.2,3.67,2.57,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Liverpool,10.0,0.0,1.0,7.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,47.0,11.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Liverpool,5.0,6.0,83.3,93.0,29.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-2024,Liverpool
James Mcatee,eng ENG,MF,20.0,0.0,530.0,484.0,42.0,7.0,6.0,1.0,36.0,1.0,7.0,5.0,0.0,0.0,362.0,4.0,17.0,Matches,2023-2024,Sheffield-United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,2023-2024,Manchester-City,1.0,1.0,1.0,0.0,0.0,0.0,78.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,-1.63,0.0,0.0,0.0,3.22,2.04,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,3.0,6.0,2.0,1.0,1.0,3.1,2.3,2.9,5.2,55.0,51.0,110.0,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,2023-2024,Sheffield-United,784.0,23.0,119.0,315.0,366.0,68.0,783.0,92.0,33.0,35.9,52.0,56.5,451.0,3228.0,1444.0,55.0,33.0,18.0,49.0,40.0,475.0,110.0,2023-2024,Sheffield-United,30.0,,,,,,,,,,,,,,,,,,60.0,2.97,45.0,4.0,5.0,4.0,2.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,9.0,13.0,10.0,13.0,33.0,39.4,20.0,20.0,0.0,20.0,11.0,43.0,18.0,0.0,3.0,25.0,8.0,32.0,1.23,0.4,0.08,0.25,18.6,2.0,1.0,1.0,0.09,-0.1,-0.3,2023-2024,Sheffield-United,362.0,530.0,68.3,5320.0,1456.0,209.0,263.0,79.5,113.0,168.0,67.3,25.0,56.0,44.6,3.0,2.9,2.1,0.1,28.0,30.0,25.0,3.0,51.0,2023-2024,Sheffield-United
James Milner,eng ENG,"DF,MF",37.0,8.6,585.0,516.0,66.0,7.0,4.0,2.0,29.0,53.0,6.0,3.0,0.0,0.0,492.0,3.0,10.0,Matches,2023-2024,Brighton-Hove-Albion,3.0,0.0,0.0,10.0,4.0,3.0,29.0,8.0,14.0,0.0,1.0,0.0,45.0,6.0,13.0,31.6,2023-2024,Brighton-Hove-Albion,15.0,773.0,52.0,22.6,8.6,11.0,63.0,1.0,4.0,20.0,2.0,1.47,10.0,12.0,-2.0,-0.23,-0.06,14.4,12.1,2.2,0.26,0.29,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.3,0.3,1.8,2.0,11.0,69.0,73.0,0.0,0.23,0.23,0.0,0.23,0.03,0.21,0.24,0.03,0.24,2023-2024,Brighton-Hove-Albion,675.0,25.0,135.0,300.0,245.0,17.0,675.0,8.0,3.0,37.5,4.0,50.0,395.0,1230.0,562.0,11.0,6.0,4.0,11.0,6.0,457.0,73.0,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,24.0,2.79,20.0,4.0,0.0,0.0,0.0,0.0,2.0,0.23,0.0,2.0,0.0,0.0,0.0,0.0,20.0,14.0,9.0,10.0,1.0,9.0,14.0,64.3,5.0,9.0,0.0,9.0,8.0,28.0,16.0,0.0,0.0,5.0,1.0,20.0,0.58,0.12,0.0,0.0,17.2,0.0,0.0,0.0,0.06,-0.3,-0.3,2023-2024,Brighton-Hove-Albion,492.0,585.0,84.1,7622.0,2496.0,269.0,297.0,90.6,181.0,210.0,86.2,27.0,46.0,58.7,2.0,1.8,1.7,0.2,16.0,46.0,17.0,6.0,69.0,2023-2024,Brighton-Hove-Albion
